PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Michael Carter,2566382,RB,ARI,@LAR,,,,18,,3,21,,,,,,0.00,7,3,10,3,3,100,,,,30,0.00
Nate Carter,2573909,RB,ATL,NO,,,,,,,,,,,,,0.00,,,,,,,,,,31,0.00
Ty Chandler,2567907,RB,MIN,GB,,,,23,,3,11,,,,,,0.00,10,3,13,3,4,75,,,,32,0.00
Zach Charbonnet,2570335,RB,SEA,@SF,,,,74,1,3,23,,,,,,0.00,17,3,20,3,4,75,,,,33,0.00
Julius Chestnut,2568804,RB,TEN,@JAX,,,,,,,,,,,,,0.00,,,,,,,,,,34,0.00
Nick Chubb,2561021,RB,HOU,IND,,,,,,,,,,,,,0.00,,,,,,,,,,35,0.00
Chris Collier,2572600,RB,LV,KC,,,,,,,,,,,,,0.00,,,,,,,,,,36,0.00
Quali Conley,2574026,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,37,0.00
James Conner,2557978,RB,ARI,@LAR,,,,,,,,,,,,,0.00,,,,,,,,,,38,0.00
James Cook,2567328,RB,BUF,NYJ,,,,15,,,,,,,,,0.00,2,,2,,,,,,,39,0.00
