PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Ke'Shawn Vaughn,2565258,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,223,0.00
Jonathan Ward,2564949,RB,BAL,NE,,,,,,,,,,,,,25.30,,,,,,,,,,224,0.00
Carlos Washington,2570756,RB,ATL,@ARI,,,,,,,,,,,,,34.10,,,,,,,,,,225,0.00
Jordan Waters,2574282,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,226,0.00
Blake Watson,2573106,RB,TEN,KC,,,,,,,,,,,,,29.50,,,,,,,,,,227,0.00
Shane Watts,2574659,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,228,0.00
Ian Wheeler,2572977,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,229,0.00
Jalen White,2574139,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,230,0.00
Zamir White,2567883,RB,LV,@HOU,,,,,,,,,,,,,32.70,,,,,,,,,,231,0.00
Michael Wiley,2573614,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,232,0.00
Avery Williams,2565833,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,233,0.00
D.J. Williams,2573590,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,234,0.00
Jamaal Williams,2558204,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,235,0.00
Josh Williams,2574602,RB,TB,@CAR,,,,,,,,,,,,,20.40,,,,,,,,,,236,0.00
Jeff Wilson,2560938,RB,MIA,CIN,,,,,,,,,,,,,32.20,,,,,,,,,,237,0.00
Jacardia Wright,2574579,RB,SEA,LAR,,,,,,,,,,,,,42.30,,,,,,,,,,238,0.00
Nay'Quan Wright,2574656,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,239,0.00
Owen Wright,2570425,RB,TB,@CAR,,,,,,,,,,,,,20.40,,,,,,,,,,240,0.00
Marcus Yarns,2574411,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,241,0.00
Elijah Young,2574261,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,242,0.00
